,ids
26386,1670954
26387,1667218
26388,1224225
26389,1551529
26390,1641722
26391,1672665
26392,1435236
26393,1569378
26394,1680603
26395,1323077
26396,1669884
26397,1570691
26398,1512976
26399,1645595
26400,1689390
26401,1528745
26402,1592243
26403,1544028
26404,1418768
26405,1642760
26406,1474216
26407,1459633
26408,1559230
26409,1546917
26410,1559363
26411,1634788
26412,1588086
26413,1508414
26414,1508411
26415,1672205
26416,1400786
26417,1335138
26418,1624323
26419,1523161
26420,1673253
26421,1601562
26422,1683727
26423,1677155
26424,1653842
26425,1675889
26426,1656920
26427,1648723
26428,1670952
26429,1688799
26430,1689283
26431,1671855
26432,1668244
26433,1597572
26434,1690045
26435,1655692
26436,1508231
26437,1508238
26438,1508349
26439,1508347
26440,1508353
26441,1508226
26442,1508229
26443,1508344
26444,1508239
26445,1508244
26446,1508234
26447,1693568
26448,1508233
26449,1508354
26450,1508352
26451,1508350
26452,1508346
26453,1508235
26454,1591483
26455,1508228
26456,1508351
26457,1508355
26458,1620296
26459,1521294
26460,1620327
26461,1620328
26462,1508345
26463,1620326
26464,1620297
26465,1508340
26466,1620325
26467,1508342
26468,1620330
26469,1620329
26470,1508339
26471,1689977
26472,1638793
26473,1238056
26474,1580656
26475,1651692
26476,1681497
26477,1437840
26478,1630731
26479,1691224
26480,1666165
26481,1678398
26482,1683756
26483,1569638
26484,1673251
26485,1463498
26486,1669568
26487,1691469
26488,1505494
26489,1669871
26490,1569641
26491,1622439
26492,1627770
26493,1694660
26494,1494668
26495,1639582
26496,1670594
26497,1671604
26498,1694297
26499,1694196
26500,1675272
26501,1631857
26502,1633858
26503,1691666
26504,1678956
26505,1693163
26506,1426045
26507,1643363
26508,1660408
26509,1682358
26510,1432521
26511,1660530
26512,1618160
26513,1651316
26514,1570544
26515,1681341
26516,1522871
26517,1559330
26518,874740
26519,1412877
26520,1630211
26521,1638897
26522,1454001
26523,1596202
26524,1522872
26525,1604815
26526,1600230
26527,1657431
26528,1648036
26529,1652674
26530,1689339
26531,1617719
26532,1645764
26533,1557470
26534,1577076
26535,1258429
26536,1692223
26537,1635371
26538,1618120
26539,1683599
26540,1681135
26541,1671854
26542,1693935
26543,1494330
26544,1627228
26545,1423203
26546,1464868
26547,1612698
26548,1584130
26549,1601259
26550,1690620
26551,1632464
26552,1657971
26553,1678796
26554,1635658
26555,1644984
26556,1687539
26557,1574897
26558,1629137
26559,1539743
26560,1634708
26561,1594051
26562,1670070
26563,1694344
26564,1667752
26565,1672644
26566,1692655
26567,1609085
26568,1638405
26569,1645155
26570,1669885
26571,1647401
26572,1611206
26573,1661980
26574,1640355
26575,1669923
26576,1598206
26577,812042
26578,1669886
26579,1690631
26580,1653462
26581,1623867
26582,1622045
26583,1660256
26584,1508410
26585,1508409
26586,1508360
26587,1640014
26588,1679054
26589,1508250
26590,1508357
26591,1508359
26592,1508358
26593,1508361
26594,1508248
26595,1508249
26596,1597420
26597,1668051
26598,1683909
26599,1566193
26600,1654904
26601,1691809
26602,1687985
26603,1655225
26604,1535781
26605,1654160
26606,1657483
26607,1530678
26608,1653566
26609,1344093
26610,1670896
26611,1684560
26612,1339791
26613,1602347
26614,1656922
26615,1691225
26616,1380200
26617,1560623
26618,1586030
26619,1611767
26620,1220327
26621,1669876
26622,1654972
26623,1349320
26624,1655321
26625,1656921
26626,1693632
26627,1610897
26628,1688195
26629,1665325
26630,1690416
26631,1685344
26632,1672126
26633,1688888
26634,1680886
26635,1671104
26636,1673679
26637,1672826
26638,1663485
26639,1478628
26640,1688465
26641,1691891
26642,1641047
26643,1683754
26644,1667181
26645,1671105
26646,1689453
26647,1694659
26648,1675807
26649,1681494
26650,1670673
26651,1692228
26652,1626984
26653,1626981
26654,1626983
26655,1626982
26656,1247397
26657,1247400
26658,1497564
26659,1687561
26660,1662232
26661,1677443
26662,1662997
26663,1480550
26664,1517416
26665,1518607
26666,1582697
26667,1263705
26668,1612634
26669,1587875
26670,1663484
26671,1666048
26672,1676505
26673,1628788
26674,1622048
26675,1610573
26676,1544315
26677,1684260
26678,1655705
26679,1463635
26680,1688275
26681,1658944
26682,1663380
26683,1616463
26684,1642758
26685,1516276
26686,1638217
26687,1671417
26688,1516695
26689,1640814
26690,1655488
26691,1626438
26692,1337151
26693,1560325
26694,1482190
26695,1607844
26696,1673961
26697,1532435
26698,1675681
26699,1672404
26700,1469260
26701,1675682
26702,1664552
26703,1685403
26704,1675683
26705,1688742
26706,1662916
26707,1665094
26708,1616803
26709,1567400
26710,1616997
26711,1604564
26712,1669692
26713,1478008
26714,1654439
26715,1508380
26716,1508381
26717,1508382
26718,1508379
26719,1508383
26720,1508366
26721,1508365
26722,1657700
26723,1508368
26724,1508371
26725,1640013
26726,1648784
26727,1620725
26728,1665753
26729,1427443
26730,1656048
26731,1610207
26732,1632310
26733,1648503
26734,1689755
26735,1692656
26736,1671372
26737,1576897
26738,1527133
26739,1666736
26740,1427500
26741,1667753
26742,1678400
26743,1489837
26744,1666566
26745,1530950
26746,1078227
26747,1649964
26748,1527697
26749,1672707
26750,1624555
26751,1672827
26752,1309954
26753,1677271
26754,1286902
26755,1619417
26756,1025286
26757,1646708
26758,1476503
26759,1694247
26760,1082237
26761,1691195
26762,1603276
26763,1675850
26764,1684117
26765,1479725
26766,1581664
26767,1607183
26768,1655634
26769,1691773
26770,1586871
26771,1245827
26772,1688175
26773,1408347
26774,1478433
26775,1342271
26776,1594245
26777,1599672
26778,1641437
26779,1659316
26780,1665691
26781,1654552
26782,1665243
26783,1501053
26784,1596030
26785,1684122
26786,1078749
26787,1663564
26788,1669292
26789,1183929
26790,1661197
26791,1465665
26792,1633600
26793,1555606
26794,1670285
26795,1680840
26796,1199722
26797,1416163
26798,1559894
26799,1647478
26800,1619193
26801,1636162
26802,1688139
26803,1667513
26804,1636345
26805,1688383
26806,1692074
26807,1294247
26808,1403709
26809,1422194
26810,1160257
26811,1670624
26812,1694634
26813,970158
26814,1298396
26815,1434067
26816,1674675
26817,1682994
26818,1653498
26819,1135337
26820,1554750
26821,1671539
26822,1674161
26823,1399052
26824,1046774
26825,946869
26826,1340318
26827,1418955
26828,1625425
26829,1512702
26830,1378932
26831,1425063
26832,1610339
26833,1638383
26834,1347972
26835,1657635
26836,1047134
26837,1557281
26838,1160660
26839,1415768
26840,1453325
26841,1659716
26842,1659767
26843,1448416
26844,1640937
26845,1550865
26846,1363818
26847,1408756
26848,1641944
26849,1653811
26850,1695056
26851,1682374
26852,1674741
26853,1408748
26854,1691771
26855,1671605
26856,1385449
26857,1493295
26858,1683012
26859,1418515
26860,1659291
26861,1622605
26862,1667934
26863,1688847
26864,1251534
26865,1453347
26866,1670622
26867,1571656
26868,1417936
26869,76627
26870,1323280
26871,1674678
26872,1493296
26873,508258
26874,1447906
26875,1022297
26876,1620981
26877,1657634
26878,1683013
26879,1687884
26880,1680579
26881,1682407
26882,1683121
26883,1685348
26884,1570127
26885,1573015
26886,1534163
26887,1640914
26888,1672804
26889,1551714
26890,1279011
26891,1660664
26892,1622606
26893,1609229
26894,1613484
26895,1524159
26896,1629786
26897,1635061
26898,1687651
26899,1681570
26900,1521663
26901,1524179
26902,1608511
26903,1552415
26904,1663764
26905,1663763
26906,1684937
26907,1576551
26908,1608512
26909,1600928
26910,1524181
26911,1524650
26912,1684664
26913,1327913
26914,1684716
26915,1209059
26916,1524178
26917,1641343
26918,1676651
26919,1677442
26920,1654190
26921,1552416
26922,1501959
26923,1682881
26924,1200066
26925,1521360
26926,1575216
26927,1679250
26928,1524177
26929,1521361
26930,1524166
26931,1524549
26932,1559799
26933,1638248
26934,1646932
26935,1685004
26936,1687650
26937,1524164
26938,1644514
26939,1682962
26940,1647690
26941,1592988
26942,1524168
26943,1524174
26944,1614997
26945,1677900
26946,1688966
26947,1611203
26948,1632918
26949,1581553
26950,1576003
26951,1577193
26952,1686903
26953,1673457
26954,1681134
26955,1682963
26956,1687748
26957,1421676
26958,1553885
26959,1553888
26960,1554024
26961,1051075
26962,1658572
26963,1674468
26964,1589810
26965,1645011
26966,1566860
26967,1541071
26968,1541726
26969,1541070
26970,1592003
26971,1541068
26972,1592002
26973,1541067
26974,1541066
26975,1514136
26976,1541063
26977,1541062
26978,1541061
26979,1685187
26980,1639058
26981,1683776
26982,1683263
26983,1568222
26984,1643027
26985,1528578
26986,1695270
26987,1654486
26988,1545678
26989,1685581
26990,1592190
26991,1592191
26992,1627408
26993,1642382
26994,1678990
26995,1303849
26996,1655189
26997,1593024
26998,1618736
26999,1431616
27000,1601078
27001,1694598
27002,1675894
27003,1598651
27004,1694595
27005,1695268
27006,1442926
27007,1604160
27008,1615653
27009,1666276
27010,1682530
27011,1660555
27012,1694026
27013,1639057
27014,1645156
27015,1630237
27016,1638698
27017,1649811
27018,1409753
27019,1586456
27020,1634043
27021,1638410
27022,1631135
27023,1604153
27024,1683070
27025,1656131
27026,1641565
27027,1399433
27028,1690458
27029,1675716
27030,1628390
27031,1655459
27032,1618997
27033,1681294
27034,1687986
27035,1646740
27036,1493932
27037,1632738
27038,1560037
27039,1668472
27040,1687205
27041,1692675
27042,1366041
27043,1541640
27044,1608085
27045,1460540
27046,1582291
27047,1672274
27048,1672206
27049,1691088
27050,1684435
27051,1643026
27052,1695044
27053,1672845
27054,1632660
27055,1603824
27056,1683738
27057,1624496
27058,1649704
27059,1649706
27060,1514670
27061,1612496
27062,1618747
27063,1674194
27064,1190637
27065,1514671
27066,1641088
27067,1514673
27068,1612497
27069,1612499
27070,1665092
27071,1381417
27072,1650276
27073,1450753
27074,1595738
27075,1605621
27076,1514675
27077,1612498
27078,1663957
27079,1665093
27080,1449849
27081,1519971
27082,1604100
27083,1670395
27084,1668364
27085,1297275
27086,1402730
27087,1522769
27088,1647972
27089,876025
27090,1673730
27091,1487170
27092,1584760
27093,1639879
27094,1637268
27095,1571811
27096,1664896
27097,1540966
27098,1668854
27099,1373355
27100,1657593
27101,1690273
27102,1235418
27103,1600501
27104,1641080
27105,1693262
27106,1473082
27107,1576211
27108,1576319
27109,1692474
27110,1610578
27111,1666690
27112,1646010
27113,1680283
27114,1315659
27115,1472638
27116,1624236
27117,904206
27118,1280835
27119,1630554
27120,1642005
27121,1465336
27122,1602464
27123,1652445
27124,1579358
27125,1678480
27126,1630212
27127,1028579
27128,1509073
27129,1646645
27130,580898
27131,1693740
27132,1687752
27133,1415217
27134,1615764
27135,1668367
27136,1448333
27137,1611126
27138,1667539
27139,1655068
27140,1505262
27141,1532004
27142,1689864
27143,1680964
27144,1635143
27145,1641077
27146,1682474
27147,1650674
27148,1672403
27149,1690107
27150,1660405
27151,1651600
27152,1646008
27153,1651764
27154,1606169
27155,1641087
27156,1602885
27157,1670956
27158,1613486
27159,1590676
27160,1666053
27161,1682402
27162,1428768
27163,1668260
27164,1680285
27165,1582149
27166,1635372
27167,1691932
27168,1682053
27169,1489815
27170,1468851
27171,1684266
27172,1463234
27173,1691162
27174,1531472
27175,1641347
27176,1463235
27177,1630852
27178,1617834
27179,1447721
27180,1538786
27181,1371094
27182,1620190
27183,1653764
27184,1604919
27185,1510619
27186,1690274
27187,1068671
27188,1656541
27189,1690068
27190,1691729
27191,1497656
27192,1567487
27193,1651958
27194,1414736
27195,1666358
27196,1694717
27197,1666993
27198,1611881
27199,1600109
27200,1693738
27201,1670074
27202,1638394
27203,1613292
27204,1661278
27205,1638409
27206,1533369
27207,1573785
27208,1638397
27209,1691226
27210,1629377
27211,1563667
27212,1605958
27213,1690103
27214,1676176
27215,1598135
27216,1604774
27217,1666380
27218,1613663
27219,1623775
27220,1668766
27221,1671977
27222,1541476
27223,1679391
27224,1690104
27225,1636150
27226,1662869
27227,1622043
27228,1427582
27229,1575081
27230,1025007
27231,1656592
27232,1635064
27233,1509977
27234,1692892
27235,1638841
27236,1679295
27237,1031533
27238,1638160
27239,1691382
27240,1605216
27241,1669077
27242,1596198
27243,1373972
27244,1421113
27245,1338735
27246,1354827
27247,1623660
27248,1195776
27249,1473549
27250,1638408
27251,1684789
27252,1693739
27253,801123
27254,1680725
27255,1424678
27256,1647801
27257,1671180
27258,1662016
27259,1639935
27260,1514985
27261,1622035
27262,1480120
27263,1580816
27264,1684264
27265,1655584
27266,1684265
27267,1637631
27268,1667219
27269,1677448
27270,1666051
27271,1657972
27272,1462701
27273,1636283
27274,1647131
27275,1669825
27276,1665304
27277,1689138
27278,1372637
27279,1622049
27280,1649787
27281,1687655
27282,1550633
27283,1651962
27284,1692313
27285,1623871
27286,1418570
27287,1674930
27288,1673675
27289,1691246
27290,1641723
27291,1604776
27292,1661076
27293,1237009
27294,1436166
27295,1448220
27296,1695384
27297,1522401
27298,1661476
27299,1639460
27300,1668230
27301,1661471
27302,1661472
27303,1661473
27304,1661474
27305,1661945
27306,1573251
27307,1526176
27308,1668829
27309,1313064
27310,1691470
27311,1547230
27312,1660767
27313,1479906
27314,1484221
27315,1490770
27316,1557121
27317,1638222
27318,1692750
27319,1235316
27320,1604639
27321,1466311
27322,1604641
27323,1624729
27324,1644703
27325,1693967
27326,1614475
27327,1321471
27328,1447084
27329,1499145
27330,1614476
27331,1551032
27332,1526264
27333,1647202
27334,1568236
27335,1607693
27336,1680358
27337,1562362
27338,1580205
27339,1690465
27340,1563670
27341,1585066
27342,1678343
27343,1626455
27344,1585986
27345,1627572
27346,1633524
27347,1644179
27348,1197855
27349,1593417
27350,1344308
27351,1634045
27352,1654635
27353,1655707
27354,1192862
27355,1447515
27356,1484222
27357,1644180
27358,1685573
27359,1416818
27360,1577194
27361,1644381
27362,1674414
27363,1239283
27364,1357594
27365,354216
27366,1643899
27367,1693201
27368,1549973
27369,1688615
27370,1689426
27371,1664786
27372,1583730
27373,1513767
27374,1652761
27375,1637629
27376,1610265
27377,1525553
27378,1391198
27379,1620979
27380,1690538
27381,1622236
27382,1068751
27383,1626712
27384,1676652
27385,1676653
27386,1688744
27387,1688969
27388,1685404
27389,1673062
27390,1694517
27391,1532799
27392,1529149
27393,1547549
27394,1554667
27395,1694720
27396,1693389
27397,1352735
27398,1686851
27399,1675351
27400,1690987
27401,1320160
27402,1560934
27403,1613146
27404,1541017
27405,1679148
27406,1591710
27407,1665556
27408,1592658
27409,1635063
27410,1692893
27411,1692894
27412,196330
27413,1649329
27414,1679149
27415,1642108
27416,1688746
27417,1641085
27418,1660146
27419,1682966
27420,1686989
27421,1629930
27422,1662305
27423,1688747
27424,1650060
27425,1678479
27426,1692311
27427,1618711
27428,1677799
27429,1577983
27430,1683385
27431,1692312
27432,1652680
27433,1562267
27434,1684949
27435,1220688
27436,1532439
27437,1673732
27438,1658368
27439,1676654
27440,1641095
27441,1679153
27442,1645405
27443,1613240
27444,1658914
27445,1541768
27446,1563847
27447,1466705
27448,696819
27449,1695271
27450,1426241
27451,1641043
27452,1614568
27453,1614567
27454,1517324
27455,1614563
27456,1614562
27457,1523707
27458,1540520
27459,1540517
27460,1524268
27461,1045188
27462,1540544
27463,1499399
27464,1527244
27465,1527779
27466,1540542
27467,1660557
27468,1666738
27469,1158456
27470,1428473
27471,1352619
27472,1552623
27473,1654526
27474,1676042
27475,1381626
27476,1252250
27477,1555563
27478,1641574
27479,1677655
27480,1639623
27481,1638411
27482,1638566
27483,1602308
27484,1682811
27485,1607793
27486,1416854
27487,1552987
27488,1561888
27489,1603457
27490,1680814
27491,1610152
27492,1672324
27493,1497693
27494,1626024
27495,1676489
27496,1648305
27497,1670323
27498,1693955
27499,1694778
27500,1695472
27501,1367010
27502,1593496
27503,1646847
27504,1675426
27505,1317742
27506,1603200
27507,1668253
27508,1168373
27509,1548925
27510,1656838
27511,1650967
27512,1524055
27513,1578958
27514,1650822
27515,1667292
27516,1689015
27517,1381031
27518,1589718
27519,1598663
27520,1532630
27521,1644805
27522,1475390
27523,1677447
27524,551785
27525,1443982
27526,1492593
27527,1315901
27528,1396187
27529,1334160
27530,1399416
27531,1665441
27532,1089719
27533,1546839
27534,1504509
27535,1577284
27536,1577283
27537,1668853
27538,1553133
27539,1390869
27540,1382585
27541,1677798
27542,1691381
27543,1618243
27544,1591368
27545,1684168
27546,1666360
27547,1678633
27548,1531469
27549,1636523
27550,1616802
27551,1691731
27552,1641083
27553,1687606
27554,1448982
27555,1691383
27556,1315902
27557,1431219
27558,1689538
27559,1690831
27560,1682473
27561,1677449
27562,1596203
27563,1691267
27564,1664555
27565,1620978
27566,1684165
27567,1624010
27568,1567987
27569,1567985
27570,1567986
27571,1567983
27572,1567984
27573,1517622
27574,1655447
27575,1670897
27576,1641009
27577,1571445
27578,1667290
27579,1570944
27580,1569276
27581,1675795
27582,1627901
27583,1648339
27584,922586
27585,1384146
27586,1621121
27587,1633742
27588,1616612
27589,1600499
27590,1633521
27591,1503676
27592,1690106
27593,1691732
27594,1624433
27595,1668856
27596,1516605
27597,1516604
27598,1666305
27599,1549315
27600,1556552
27601,1631829
27602,1580067
27603,1615149
27604,1641724
27605,1655585
27606,1671858
27607,1641081
27608,1663488
27609,1555083
27610,1588809
27611,1588810
27612,1672685
27613,1683630
27614,1636223
27615,1675143
27616,1678458
27617,1687014
27618,1674279
27619,1679762
27620,1664088
27621,1595985
27622,1520077
27623,1666701
27624,1636628
27625,1636629
27626,1679147
27627,824781
27628,1689391
27629,1562725
27630,1124717
27631,1680548
27632,1409528
27633,1674327
27634,1680284
27635,1674329
27636,1675898
27637,1646646
27638,1668369
27639,1675354
27640,1572439
27641,1467256
27642,1462858
27643,953345
27644,1694376
27645,1499210
27646,1657181
27647,1237189
27648,1434924
27649,1220978
27650,1608035
27651,1673834
27652,1685641
27653,1694882
27654,1687605
27655,1639377
27656,1694418
27657,1678443
27658,1678705
27659,1680416
27660,1416875
27661,1417873
27662,1542335
27663,1657182
27664,1670898
27665,1660705
27666,1557443
27667,1484374
27668,1679227
27669,1681888
27670,1615444
27671,1644075
27672,1561951
27673,1347542
27674,1347168
27675,1308730
27676,1643684
27677,1547548
27678,1603882
27679,1691385
27680,1674932
27681,1554981
27682,1679496
27683,1663489
27684,1291491
27685,1620691
27686,1494363
27687,1651007
27688,1541697
27689,1650092
27690,1666737
27691,1680359
27692,1678853
27693,1614179
27694,1524515
27695,1694572
27696,1664973
27697,1693388
27698,1695093
27699,1673898
27700,1695381
27701,1688611
27702,1683006
27703,1666420
27704,1604374
27705,1637140
27706,1693523
27707,1520856
27708,1689011
27709,1431698
27710,1612894
27711,1659598
27712,1598065
27713,1394721
27714,1682094
27715,1693522
27716,1583606
27717,1671636
27718,1682285
27719,1651814
27720,1686946
27721,1672418
27722,1437584
27723,1651499
27724,1520161
27725,1245902
27726,1651352
27727,1680417
27728,1682646
27729,1665745
27730,1607472
27731,1645665
27732,1649641
27733,1581728
27734,1689656
27735,1487764
27736,1483186
27737,1680446
27738,1692751
27739,1675223
27740,1615208
27741,1695272
27742,1493858
27743,1579462
27744,1613190
27745,1694785
27746,1691262
27747,1558242
27748,1676938
27749,1660584
27750,1660313
27751,1492413
27752,989714
27753,1526519
27754,1571810
27755,1648504
27756,1638625
27757,1693263
27758,1657111
27759,1657663
27760,1609249
27761,1637917
27762,1691384
27763,1579121
27764,1674196
27765,1633945
27766,1615984
27767,1666361
27768,1649702
27769,1652178
27770,1633044
27771,1675353
27772,1617832
27773,1651067
27774,1641351
27775,1679606
27776,1501287
27777,1653515
27778,721032
27779,1536035
27780,1674197
27781,1679069
27782,1679607
27783,1694134
27784,1599981
27785,1647876
27786,1609527
27787,1670957
27788,1654163
27789,1567553
27790,1576318
27791,1676655
27792,1684666
27793,1534481
27794,1680286
27795,1633946
27796,1395737
27797,1687753
27798,1536083
27799,807999
27800,1684667
27801,1429531
27802,1586186
27803,1604781
27804,1632312
27805,1490020
27806,1675968
27807,1561167
27808,1651602
27809,1591712
27810,1676656
27811,1601080
27812,1602884
27813,1594286
27814,1651601
27815,1679608
27816,1680287
27817,1690540
27818,1674933
27819,1643261
27820,1487669
27821,1660149
27822,1664556
27823,1693028
27824,1597005
27825,1608086
27826,1506327
27827,1269690
27828,1158470
27829,1617232
27830,1424333
27831,1694133
27832,1666359
27833,1542522
27834,1692950
27835,1689242
27836,1681779
27837,1588176
27838,1625014
27839,1559899
27840,1689537
27841,1621828
27842,1665281
27843,1576480
27844,1626940
27845,1679527
27846,1673833
27847,1644434
27848,1560804
27849,1540778
27850,1656453
27851,1618611
27852,1644552
27853,1693737
27854,1617956
27855,1542643
27856,1674520
27857,1542628
27858,1540045
27859,1690539
27860,1648039
27861,1692949
27862,1240584
27863,1558087
27864,1591789
27865,1683607
27866,1667677
27867,1667678
27868,1462486
27869,1682965
27870,1652679
27871,1688745
27872,1633947
27873,1674928
27874,1661984
27875,1438636
27876,1493593
27877,1682472
27878,1695154
27879,1551226
27880,1658790
27881,1666691
27882,1683823
27883,1614274
27884,1012221
27885,1660861
27886,1605871
27887,1407288
27888,1619986
27889,1680697
27890,1649705
27891,1620144
27892,1610397
27893,1482560
27894,1414503
27895,1414504
27896,1414505
27897,1414506
27898,1414507
27899,1616227
27900,1616228
27901,1616224
27902,1616225
27903,1616222
27904,1616226
27905,1632467
27906,1451297
27907,1616221
27908,1451301
27909,1632466
27910,1616223
27911,1009105
27912,1527774
27913,1414489
27914,1527773
27915,1527772
27916,1414495
27917,1527618
27918,1414493
27919,1414487
27920,1414497
27921,1414488
27922,1414486
27923,1414496
27924,1414485
27925,1414490
27926,1414494
27927,1577436
27928,1213837
27929,1290733
27930,1693066
27931,1593980
27932,1091195
27933,1614286
27934,1649249
27935,1671712
27936,1641244
27937,1615497
27938,1639059
27939,1625291
27940,1078965
27941,1563143
27942,1576942
27943,1654318
27944,1587415
27945,1685292
27946,1599765
27947,1626004
27948,1691969
27949,1543560
27950,1693671
27951,1309021
27952,1651851
27953,1535441
27954,1675135
27955,1543561
27956,1545264
27957,1473810
27958,1646422
27959,1694465
27960,1108458
27961,1543293
27962,1682648
27963,1521376
27964,1632001
27965,1671710
27966,1695345
27967,1673962
27968,1570395
27969,1505109
27970,1662630
27971,1509410
27972,1574032
27973,1517195
27974,1663054
27975,1633804
27976,1520059
27977,1662483
27978,1673857
27979,1257334
27980,1428598
27981,1618539
27982,1436832
27983,1682493
27984,1410565
27985,1638021
27986,1160724
27987,1633979
27988,1179000
27989,1645048
27990,1647889
27991,1609552
27992,1399688
27993,1655601
27994,1675381
27995,1693280
27996,1644092
27997,1672598
27998,1609848
27999,1478346
28000,1693760
28001,1348723
28002,1629960
28003,1682497
28004,840589
28005,1548598
28006,980024
28007,1649516
28008,1591331
28009,1543209
28010,1613884
28011,1598889
28012,1685332
28013,1478348
28014,1633977
28015,1644770
28016,1657698
28017,1457590
28018,1670582
28019,1231029
28020,1110118
28021,1653152
28022,1570823
28023,1570824
28024,1570827
28025,1568054
28026,1568055
28027,1568053
28028,1570826
28029,1570828
28030,1570829
28031,1657502
28032,1570825
28033,1568056
28034,1568057
28035,1415342
28036,1426428
28037,1562539
28038,1623307
28039,1454716
28040,1309266
28041,1429807
28042,1519639
28043,1668828
28044,1663959
28045,1654433
28046,1559036
28047,1662111
28048,1342527
28049,1555037
28050,1654667
28051,1528517
28052,1672979
28053,1591096
28054,1598629
28055,1634323
28056,1647951
28057,1660046
28058,1518265
28059,1517194
28060,1649927
28061,1636196
28062,1460752
28063,1579785
28064,1648042
28065,1682647
28066,1672406
28067,1672209
28068,1681876
28069,1666726
28070,1118936
28071,1485049
28072,1673519
28073,259336
28074,1540317
28075,1662759
28076,1678759
28077,1520113
28078,1576255
28079,1688400
28080,1675222
28081,1536957
28082,1672511
28083,1692156
28084,1584948
28085,1677607
28086,1519961
28087,1645629
28088,1642138
28089,1443090
28090,1534021
28091,1576345
28092,1625029
28093,1660207
28094,1610292
28095,1646272
28096,1651979
28097,1455298
28098,1553972
28099,1566274
28100,1447773
28101,1654105
28102,1426098
28103,1631745
28104,1679191
28105,1533188
28106,1416666
28107,1499671
28108,1660581
28109,1585162
28110,1673668
28111,1688929
28112,1681157
28113,1432343
28114,1421329
28115,1433622
28116,1507439
28117,1692338
28118,1679192
28119,1499672
28120,1621547
28121,1654106
28122,1679193
28123,1684884
28124,1689412
28125,1552050
28126,1435837
28127,1604120
28128,1649722
28129,1677845
28130,1573735
28131,1693281
28132,1347883
28133,1595915
28134,1669835
28135,1683770
28136,1574714
28137,1647151
28138,1603778
28139,1676677
28140,1425160
28141,1431243
28142,1636197
28143,1650081
28144,1646185
28145,1620930
28146,1643277
28147,1668918
28148,1634325
28149,1690561
28150,1683468
28151,1535502
28152,1673754
28153,1689413
28154,1561977
28155,1476904
28156,1695085
28157,1622016
28158,1665277
28159,1512213
28160,1451011
28161,1451010
28162,1516977
28163,1451013
28164,1616031
28165,1516972
28166,1451015
28167,1641064
28168,1631362
28169,1516974
28170,1516978
28171,1616030
28172,1516973
28173,1451014
28174,1515138
28175,1515139
28176,1515002
28177,1451288
28178,1451286
28179,1616029
28180,1515001
28181,1451287
28182,1516976
28183,1451285
28184,1516975
28185,1451012
28186,1069070
28187,1211943
28188,1622720
28189,1427085
28190,1478230
28191,1492099
28192,1690752
28193,1642313
28194,1594486
28195,1506896
28196,1519837
28197,1586457
28198,1663382
28199,1451307
28200,1690459
28201,1659970
28202,1694186
28203,1526185
28204,1550467
28205,1607408
28206,1196907
28207,1629495
28208,1665298
28209,1694780
28210,1250457
28211,1694779
28212,996699
28213,1545270
28214,1602734
28215,1663600
28216,1648365
28217,1438638
28218,1548973
28219,1569769
28220,1614375
28221,1641810
28222,1654668
28223,1476796
28224,1273879
28225,1520092
28226,1544563
28227,1536630
28228,1389410
28229,1655343
28230,1524050
28231,1540683
28232,1612207
28233,1676392
28234,1664376
28235,1513290
28236,1528839
28237,1104942
28238,1670791
28239,1514957
28240,1667293
28241,1341686
28242,1636534
28243,1673296
28244,1522023
28245,1689278
28246,1693203
28247,1209540
28248,1567627
28249,1593419
28250,1639502
28251,1528913
28252,1520112
28253,1586422
28254,1518288
28255,1681407
28256,1260770
28257,1489218
28258,1550570
28259,1511381
28260,1670675
28261,1677612
28262,1588503
28263,1190458
28264,1193806
28265,1615250
28266,1634614
28267,1667824
28268,1694558
28269,1200067
28270,1676982
28271,1693202
28272,1691171
28273,1624941
28274,1658733
28275,1679251
28276,1695273
28277,1650825
28278,1555948
28279,1587533
28280,1635940
28281,1682649
28282,1583101
28283,1676574
28284,1587877
28285,1692075
28286,1512579
28287,1629831
28288,1639060
28289,1545318
28290,1433001
28291,1008568
28292,1678366
28293,1426933
28294,703211
28295,1629961
28296,756298
28297,756560
28298,1625579
28299,559316
28300,1511963
28301,1606389
28302,559546
28303,1676676
28304,1689620
28305,1675996
28306,1604611
28307,1672636
28308,1612655
28309,1682002
28310,1625580
28311,1547616
28312,1454332
28313,1585215
28314,1342741
28315,1600528
28316,1590695
28317,1532831
28318,1591272
28319,1650351
28320,1672604
28321,1422476
28322,1636544
28323,1652722
28324,1677348
28325,1633975
28326,1231028
28327,1617080
28328,1451291
28329,1451305
28330,1451306
28331,1634114
28332,1451304
28333,1451303
28334,1634113
28335,1662831
28336,1660392
28337,1414501
28338,1414502
28339,1480830
28340,1572410
28341,1414508
28342,1414498
28343,1568052
28344,1636346
28345,1669073
28346,1342881
28347,1673504
28348,1695473
28349,1337715
28350,1688126
28351,1638207
28352,1648035
28353,1506751
28354,1649061
28355,1679252
28356,1558905
28357,1362749
28358,1265857
28359,1605198
28360,1634139
28361,1619960
28362,1649755
28363,1664377
28364,1681389
28365,1694561
28366,1542493
28367,1575436
28368,1600397
28369,1602782
28370,1621464
28371,1688466
28372,1688552
28373,1600252
28374,1658537
28375,1619951
28376,1655751
28377,1694562
28378,1605835
28379,1600937
28380,1608290
28381,1322102
28382,1646029
28383,1335093
28384,1335097
28385,1335098
28386,1690284
28387,164326
28388,1308576
